ISIN,Country Available for Sale
GB00BPH3DG39,United Kingdom;
GB00BPXXDJ03,United Kingdom;
GB00BPXXDK18,United Kingdom;
GB00BPXXDL25,United Kingdom;
GB00BPXXDM32,United Kingdom;
GB00BPXXDN49,United Kingdom;
GB00BPXXDP62,United Kingdom;
GB00BQ681623,United Kingdom;
GB00BRBTV673,United Kingdom;
GB00BRJL1650,United Kingdom;
GB00BRJL1P41,United Kingdom;
GB00BRJL1Q57,United Kingdom;
GB00BSHRGN41,United Kingdom;
GB00BV9GP888,United Kingdom;
GB00BV9GP995,United Kingdom;
GB00BV9GPB14,United Kingdom;
GB00BV9GPC21,United Kingdom;
GB00BV9GPD38,United Kingdom;
GB00BV9GPF51,United Kingdom;
GB00BVGH2D81,United Kingdom;
GB00BVRYYL03,United Kingdom;
GB00BVZ6QT02,United Kingdom;
GB00BW0DQF92,United Kingdom;
GB00BW0DQG00,United Kingdom;
GB00BW0DQH17,United Kingdom;
GB00BW0DQJ31,United Kingdom;
GB00BXVMC989,United Kingdom;
GB00BYM2H885,United Kingdom;
GB00BYX7N285,United Kingdom;
GB00BYYWQW34,United Kingdom;
GB00BYYWQY57,United Kingdom;
GB00BYYWR319,United Kingdom;
GB00BZ00WR55,United Kingdom;
GB00BZ00WT79,United Kingdom;
GB00BZ01TH77,United Kingdom;
GB00BZ01TJ91,United Kingdom;
GB00BZ01TK07,United Kingdom;
GB00BZ0RQH48,United Kingdom;
GB00BZ0RQJ61,United Kingdom;
GB00BZ15CY61,United Kingdom;
IE0000OEM636,Japan;
IE0000PUIKX8,Austria;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Italy;
IE0001256803,Austria;Belgium;Switzerland;Germany;Spain;France;Ireland;Italy;Luxembourg;Netherlands;Portugal;Sweden;Taiwan;
IE0001257090,Austria;Belgium;Switzerland;Germany;Spain;France;Ireland;Italy;Luxembourg;Netherlands;Portugal;Sweden;Taiwan;
IE0001262298,Ireland;Taiwan;
IE0001426232,Austria;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Italy;Luxembourg;Netherlands;Sweden;Taiwan;
IE0001AGQT34,Ireland;
IE0001V42J54,Ireland;
IE0002122038,United Arab Emirates;Austria;Belgium;Switzerland;Germany;Spain;France;United Kingdom;Hong Kong;Ireland;Italy;Liechtenstein;Luxembourg;Macao;Netherlands;Portugal;Sweden;Taiwan;
IE0002128837,Germany;Hong Kong;Ireland;Luxembourg;Macao;Taiwan;
IE0002141913,United Arab Emirates;Austria;Switzerland;Germany;Spain;Finland;France;United Kingdom;Hong Kong;Ireland;Italy;Liechtenstein;Luxembourg;Macao;Netherlands;Norway;Singapore;Sweden;Taiwan;
IE0002167009,Austria;Belgium;Switzerland;Germany;Spain;France;United Kingdom;Hong Kong;Ireland;Italy;Liechtenstein;Luxembourg;Macao;Netherlands;Portugal;Sweden;Taiwan;
IE0002167660,Germany;Hong Kong;Ireland;Macao;Taiwan;
IE0002175093,Austria;Switzerland;Germany;Spain;France;United Kingdom;Hong Kong;Ireland;Italy;Liechtenstein;Luxembourg;Macao;Netherlands;Sweden;Taiwan;
IE0002EYHYY1,Austria;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Italy;
IE00043S3004,Ireland;Italy;
IE0004444828,Austria;Belgium;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Italy;Liechtenstein;Luxembourg;Netherlands;Portugal;Sweden;Taiwan;
IE0004445015,Austria;Belgium;Switzerland;Germany;Spain;France;United Kingdom;Hong Kong;Ireland;Italy;Liechtenstein;Luxembourg;Macao;Netherlands;Portugal;Singapore;Sweden;Taiwan;
IE0004445239,Austria;Belgium;Switzerland;Germany;Spain;France;United Kingdom;Hong Kong;Ireland;Italy;Liechtenstein;Luxembourg;Macao;Netherlands;Portugal;Singapore;Sweden;Taiwan;
IE0004445676,Austria;Belgium;Switzerland;Germany;Spain;France;Hong Kong;Ireland;Italy;Luxembourg;Macao;Netherlands;Singapore;Sweden;Taiwan;
IE0004445783,Austria;Belgium;Switzerland;Germany;Spain;France;Hong Kong;Ireland;Italy;Luxembourg;Macao;Netherlands;Portugal;Singapore;Sweden;Taiwan;
IE0004446757,Austria;Belgium;Switzerland;Germany;Spain;France;Hong Kong;Ireland;Italy;Luxembourg;Macao;Netherlands;Singapore;Sweden;Taiwan;
IE0004446971,Austria;Belgium;Switzerland;Germany;Spain;France;United Kingdom;Hong Kong;Ireland;Italy;Luxembourg;Macao;Netherlands;Portugal;Singapore;Sweden;Taiwan;
IE00044Z4IJ4,Ireland;Taiwan;
IE0004858456,Austria;Belgium;Switzerland;Germany;Spain;France;Hong Kong;Ireland;Italy;Luxembourg;Macao;Netherlands;Sweden;Taiwan;
IE0004858563,Austria;Belgium;Switzerland;Germany;Spain;France;United Kingdom;Hong Kong;Ireland;Italy;Luxembourg;Macao;Netherlands;Sweden;Taiwan;
IE000495KIK3,Austria;Belgium;Switzerland;Germany;Spain;France;Ireland;Luxembourg;Netherlands;Sweden;
IE0004XWWXA2,Spain;Ireland;Portugal;
IE000534SO58,Ireland;Italy;Portugal;
IE00055RXH32,Austria;Switzerland;Germany;Spain;France;Ireland;Italy;
IE0005BJK3Q0,Austria;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Italy;
IE0005CE4D33,Austria;Switzerland;Germany;France;Ireland;
IE0005OL40V9,Hong Kong;Ireland;Taiwan;
IE0005OODHM3,Belgium;Switzerland;Spain;France;Ireland;Luxembourg;Portugal;
IE00064HGHF2,Spain;Ireland;Italy;Portugal;
IE0006WLFKW8,Ireland;
IE00074FGIA4,Switzerland;Ireland;
IE0007RV6TK3,Ireland;Taiwan;
IE000832UYS6,Ireland;
IE0008I0JXW0,Ireland;
IE0009354923,Austria;Switzerland;Germany;Spain;France;United Kingdom;Hong Kong;Ireland;Italy;Luxembourg;Macao;Netherlands;Portugal;Sweden;Taiwan;
IE0009355771,United Arab Emirates;Austria;Belgium;Switzerland;Germany;Spain;France;United Kingdom;Hong Kong;Ireland;Italy;Liechtenstein;Luxembourg;Macao;Netherlands;Portugal;Singapore;Sweden;Taiwan;
IE0009356076,Austria;Belgium;Switzerland;Germany;Spain;France;Hong Kong;Ireland;Italy;Liechtenstein;Luxembourg;Macao;Netherlands;Portugal;Singapore;Sweden;Taiwan;
IE0009511647,Austria;Belgium;Switzerland;Germany;Spain;France;Ireland;Italy;Liechtenstein;Luxembourg;Netherlands;Sweden;Taiwan;
IE0009514872,Austria;Switzerland;Germany;Spain;France;Ireland;Italy;Liechtenstein;Luxembourg;Netherlands;Sweden;Taiwan;
IE0009514989,Austria;Belgium;Switzerland;Germany;Spain;France;United Kingdom;Hong Kong;Ireland;Italy;Liechtenstein;Luxembourg;Macao;Netherlands;Portugal;Sweden;Taiwan;
IE0009515622,Austria;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Italy;Liechtenstein;Luxembourg;Macao;Netherlands;Sweden;Taiwan;
IE0009516141,Austria;Belgium;Switzerland;Germany;Spain;France;Hong Kong;Ireland;Italy;Luxembourg;Macao;Netherlands;Portugal;Sweden;Taiwan;
IE0009516588,Hong Kong;Ireland;Macao;Taiwan;
IE0009516810,Austria;Switzerland;Germany;Spain;France;Hong Kong;Ireland;Italy;Luxembourg;Macao;Netherlands;Sweden;Taiwan;
IE0009516927,Austria;Switzerland;Germany;France;United Kingdom;Hong Kong;Ireland;Italy;Luxembourg;Macao;Netherlands;Sweden;Taiwan;
IE0009530639,Austria;Belgium;Switzerland;Germany;Spain;France;Hong Kong;Ireland;Italy;Luxembourg;Macao;Netherlands;Portugal;Sweden;Taiwan;
IE0009531157,Hong Kong;Ireland;Macao;Taiwan;
IE0009531603,Austria;Switzerland;Germany;Spain;Finland;France;Hong Kong;Ireland;Italy;Luxembourg;Macao;Netherlands;Norway;Sweden;Taiwan;
IE0009531710,Austria;Switzerland;Germany;Finland;France;United Kingdom;Hong Kong;Ireland;Italy;Luxembourg;Macao;Netherlands;Norway;Sweden;Taiwan;
IE0009531827,Austria;Belgium;Switzerland;Germany;Spain;France;Hong Kong;Ireland;Italy;Liechtenstein;Luxembourg;Macao;Netherlands;Portugal;Sweden;Taiwan;
IE0009532122,Austria;Switzerland;Germany;Spain;France;Hong Kong;Ireland;Italy;Liechtenstein;Luxembourg;Macao;Netherlands;Sweden;Taiwan;
IE0009532239,Austria;Switzerland;Germany;Spain;France;United Kingdom;Hong Kong;Ireland;Italy;Liechtenstein;Luxembourg;Macao;Netherlands;Sweden;Taiwan;
IE0009533641,Austria;Belgium;Switzerland;Germany;Spain;France;Hong Kong;Ireland;Italy;Luxembourg;Macao;Netherlands;Sweden;Taiwan;
IE0009534052,Austria;Switzerland;Germany;France;Hong Kong;Ireland;Italy;Luxembourg;Macao;Netherlands;Sweden;Taiwan;
IE0009534169,Austria;Switzerland;Germany;Spain;France;Hong Kong;Ireland;Italy;Luxembourg;Macao;Netherlands;Portugal;Sweden;Taiwan;
IE0009534383,Hong Kong;Ireland;Macao;Taiwan;
IE0009534508,Austria;Switzerland;Germany;Spain;France;Hong Kong;Ireland;Italy;Luxembourg;Macao;Netherlands;Sweden;Taiwan;
IE0009AZINF1,Ireland;
IE0009MIBWU7,Ireland;Singapore;
IE0009P37MJ7,Ireland;
IE0009RAWLQ0,Austria;Switzerland;Germany;Spain;France;Ireland;Italy;
IE000AHNH3N2,Switzerland;Germany;Spain;France;United Kingdom;Ireland;Italy;
IE000BL343U6,Switzerland;Spain;France;Ireland;Luxembourg;
IE000DVZ2FO4,Ireland;
IE000DYN3WR1,Austria;Switzerland;Germany;Spain;France;Ireland;Italy;
IE000EQSL973,Austria;Switzerland;Germany;Spain;France;Ireland;Italy;
IE000F1A4UV3,Ireland;
IE000FMB0163,Hong Kong;Ireland;Singapore;
IE000FXF8HX8,Austria;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Italy;
IE000G3N3NE7,Austria;Switzerland;Germany;France;Ireland;
IE000GP4O479,Ireland;
IE000H2VA905,Switzerland;Ireland;
IE000HDDZ8A5,Switzerland;Spain;France;Ireland;Luxembourg;
IE000HYW6F07,Ireland;
IE000IZDQ0S8,Japan;
IE000K4645T9,Switzerland;Ireland;
IE000KJSGS14,Ireland;
IE000KLTS776,Ireland;
IE000KUH9ZH5,Austria;Switzerland;Germany;France;Ireland;Luxembourg;Netherlands;Portugal;
IE000L47VFB1,Austria;Switzerland;Germany;Spain;France;Ireland;Italy;
IE000MYR0A73,Switzerland;Ireland;
IE000N76ZS77,Ireland;
IE000OAAX4F2,Spain;Ireland;Italy;Portugal;
IE000Q70BG31,Belgium;Switzerland;Spain;France;Ireland;Italy;Luxembourg;Portugal;
IE000QGLM3Y7,Austria;Switzerland;Germany;Spain;France;Ireland;Italy;
IE000QHKSTA0,Ireland;
IE000QV9L9H5,Austria;Switzerland;Germany;France;Ireland;
IE000RUGMMJ8,Austria;Switzerland;Germany;France;Ireland;
IE000S525MX2,Belgium;Switzerland;Spain;France;Ireland;Luxembourg;Portugal;
IE000S6FYYI6,Ireland;
IE000SYNS5I3,Ireland;Italy;
IE000TXTBWM7,Austria;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Italy;Portugal;
IE000U1TEQK8,Austria;Switzerland;Germany;Spain;France;Ireland;Italy;
IE000UIBHNK4,Austria;Belgium;Germany;France;Ireland;Luxembourg;
IE000UXG03U9,Ireland;
IE000V3UWH37,Ireland;
IE000V5XP672,Ireland;
IE000VQFWE96,Belgium;Switzerland;Spain;France;Ireland;Italy;Luxembourg;Portugal;
IE000VYSP3A8,Ireland;
IE000W6OIVB6,Hong Kong;Ireland;Singapore;
IE000WX1VW28,Switzerland;Ireland;Liechtenstein;
IE000XEN1F67,Ireland;
IE000XWBFHZ3,Ireland;
IE000YJW2O06,Austria;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Italy;
IE000YN37IJ9,Ireland;
IE000YSTHZ65,Ireland;
IE000YTZ5BP2,Austria;Switzerland;Germany;France;Ireland;
IE000ZC4REL0,Ireland;
IE000ZGL4571,Austria;Switzerland;Germany;Spain;France;Ireland;Italy;
IE000ZZO4GG7,Ireland;
IE0030804631,Japan;
IE0030804748,Japan;
IE0030805042,Japan;
IE0030805158,Japan;
IE0030805489,Japan;
IE0030805596,Japan;
IE0030805828,Japan;
IE0030805935,Japan;
IE0030806230,Japan;
IE0030806347,Japan;
IE0031118791,Ireland;Taiwan;
IE0031118809,Austria;Germany;Hong Kong;Ireland;Luxembourg;Macao;Taiwan;
IE0031118916,Austria;Germany;Hong Kong;Ireland;Macao;Taiwan;
IE0031119104,Hong Kong;Ireland;Macao;Taiwan;
IE0031119211,Hong Kong;Ireland;Macao;Taiwan;
IE0031119328,Hong Kong;Ireland;Luxembourg;Macao;Taiwan;
IE0031119435,Hong Kong;Ireland;Macao;Taiwan;
IE0031119542,Hong Kong;Ireland;Macao;Taiwan;
IE0031119658,Hong Kong;Ireland;Macao;Taiwan;
IE0033532841,Japan;
IE0033532957,Japan;
IE0033534441,Belgium;Switzerland;Germany;Spain;France;Hong Kong;Ireland;Italy;Luxembourg;Macao;Netherlands;Singapore;Sweden;Taiwan;
IE0033534557,Belgium;Switzerland;Germany;Spain;France;Hong Kong;Ireland;Italy;Liechtenstein;Luxembourg;Macao;Netherlands;Singapore;Sweden;Taiwan;
IE0033534664,Hong Kong;Ireland;Macao;Taiwan;
IE0033534771,Hong Kong;Ireland;Macao;Taiwan;
IE0033534888,Switzerland;Germany;France;United Kingdom;Hong Kong;Ireland;Italy;Luxembourg;Macao;Netherlands;Sweden;Taiwan;
IE0033534995,Belgium;Switzerland;Germany;Spain;France;Hong Kong;Ireland;Italy;Liechtenstein;Luxembourg;Macao;Netherlands;Sweden;Taiwan;
IE0033933767,
IE0033934393,
IE0033934955,
IE0033935580,
IE0033936117,
IE0033936331,
IE00B0332L05,Japan;
IE00B0332S73,Japan;
IE00B2B35J52,Austria;Belgium;Switzerland;Germany;Spain;France;Ireland;Luxembourg;Netherlands;Sweden;
IE00B2B35R37,Austria;Belgium;Switzerland;Germany;France;Ireland;Luxembourg;Netherlands;Sweden;
IE00B2B35V72,Austria;Switzerland;Germany;Spain;France;Ireland;Italy;Luxembourg;Netherlands;Sweden;Taiwan;
IE00B2B35Y04,Austria;Switzerland;Germany;France;United Kingdom;Ireland;Italy;Luxembourg;Netherlands;Sweden;
IE00B2B35Z11,Austria;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Luxembourg;Netherlands;Sweden;
IE00B2B36255,Austria;Switzerland;Germany;Spain;France;United Kingdom;Hong Kong;Ireland;Italy;Luxembourg;Macao;Netherlands;Sweden;Taiwan;
IE00B2B36G96,United Arab Emirates;Austria;Switzerland;Germany;Spain;France;United Kingdom;Hong Kong;Ireland;Italy;Liechtenstein;Luxembourg;Macao;Netherlands;Norway;Sweden;Taiwan;
IE00B2B36J28,United Arab Emirates;Austria;Switzerland;Germany;Finland;France;United Kingdom;Ireland;Italy;Luxembourg;Netherlands;Norway;Singapore;Sweden;
IE00B2B36Q94,Austria;Switzerland;Germany;Spain;France;United Kingdom;Hong Kong;Ireland;Italy;Liechtenstein;Luxembourg;Macao;Netherlands;Sweden;Taiwan;
IE00B2B36V48,Austria;Switzerland;Germany;Spain;France;Ireland;Italy;Liechtenstein;Luxembourg;Macao;Netherlands;Sweden;Taiwan;
IE00B2B37667,Switzerland;Germany;Spain;France;United Kingdom;Hong Kong;Ireland;Italy;Liechtenstein;Luxembourg;Macao;Netherlands;Sweden;Taiwan;
IE00B2B37881,Austria;Switzerland;Germany;Spain;France;Hong Kong;Ireland;Italy;Luxembourg;Macao;Netherlands;Sweden;Taiwan;
IE00B2N6J677,Austria;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Italy;Liechtenstein;Luxembourg;Netherlands;Sweden;Taiwan;
IE00B3LF0Q09,Ireland;Italy;
IE00B3LF0X75,Ireland;Italy;
IE00B3PWP390,Ireland;Italy;
IE00B3Q2NJ00,Ireland;Italy;
IE00B3R7SC21,Hong Kong;Ireland;Macao;
IE00B3RVJ987,Ireland;Italy;
IE00B3S2VD85,Ireland;Italy;
IE00B3TND124,Ireland;Italy;
IE00B3VXZV45,Ireland;Italy;
IE00B3ZM0R87,Austria;Switzerland;Germany;Spain;France;Ireland;Italy;Luxembourg;Netherlands;Portugal;Sweden;
IE00B3ZSZ594,Austria;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Italy;Luxembourg;Netherlands;Sweden;
IE00B40J9K78,Austria;Switzerland;Germany;France;United Kingdom;Ireland;Italy;Luxembourg;Netherlands;Sweden;
IE00B40RV384,Austria;Switzerland;Germany;France;Ireland;Italy;Luxembourg;Netherlands;Sweden;
IE00B41CXQ90,Austria;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Italy;Luxembourg;Netherlands;Portugal;Singapore;Sweden;
IE00B43M7D28,Austria;Switzerland;Germany;France;Ireland;Italy;Luxembourg;Netherlands;Singapore;Sweden;
IE00B44BD966,Ireland;Italy;
IE00B4JS1V06,United Kingdom;Hong Kong;Ireland;Macao;
IE00B4LJMZ29,Austria;Switzerland;Germany;France;United Kingdom;Ireland;Italy;Luxembourg;Netherlands;Sweden;
IE00B4Q8M094,Austria;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Italy;Luxembourg;Netherlands;Sweden;
IE00B4R5TH58,Hong Kong;Ireland;Macao;
IE00B4ZY3X89,United Kingdom;Hong Kong;Ireland;Macao;
IE00B5589841,Hong Kong;Ireland;Macao;
IE00B5949003,Hong Kong;Ireland;Macao;
IE00B59RGT74,Austria;Switzerland;Germany;Spain;Finland;France;United Kingdom;Hong Kong;Ireland;Italy;Luxembourg;Macao;Netherlands;Norway;Sweden;Taiwan;
IE00B613WX69,Ireland;
IE00B613X556,Ireland;
IE00B613X663,France;Ireland;
IE00B64HKL97,Ireland;Italy;
IE00B67PWQ95,Ireland;Italy;
IE00B6Q97T05,Ireland;Italy;
IE00B6Q9B218,Ireland;Italy;
IE00B6Q9PT69,Ireland;Italy;
IE00B6QBS936,Ireland;Italy;
IE00B6QC9F93,Ireland;Italy;
IE00B6QCRZ57,Ireland;Italy;
IE00B6QCZK62,Ireland;Italy;
IE00B6QDJS55,Ireland;Italy;
IE00B6QDLV23,Ireland;Italy;
IE00B6QFF942,Ireland;Italy;
IE00B6QG7K24,Ireland;
IE00B6Y5G934,Hong Kong;Ireland;Macao;Taiwan;
IE00B6Y5KJ15,Ireland;Italy;
IE00B6Y7ZF85,Austria;Switzerland;Germany;Spain;France;Hong Kong;Ireland;Italy;Luxembourg;Macao;Netherlands;Sweden;Taiwan;
IE00B755XC12,Switzerland;United Kingdom;Ireland;
IE00B775H168,Hong Kong;Ireland;Macao;
IE00B7D1PH00,Switzerland;Ireland;
IE00B7GTJV38,Hong Kong;Ireland;Macao;Taiwan;
IE00B7GTM146,Hong Kong;Ireland;Macao;Taiwan;
IE00B7GTM815,Hong Kong;Ireland;Macao;Taiwan;
IE00B7KXQ091,Belgium;Germany;Spain;United Kingdom;Hong Kong;Ireland;Italy;Luxembourg;Macao;Netherlands;Portugal;Singapore;Taiwan;
IE00B7Q0MG23,Ireland;
IE00B7VGZP57,Austria;Switzerland;Germany;France;United Kingdom;Ireland;Italy;Luxembourg;Sweden;
IE00B7VHC356,Ireland;Italy;
IE00B808G672,Austria;Switzerland;Germany;Spain;France;Hong Kong;Ireland;Italy;Luxembourg;Macao;Netherlands;Sweden;
IE00B83BYG91,Belgium;Germany;Spain;France;United Kingdom;Hong Kong;Ireland;Italy;Luxembourg;Macao;Portugal;Taiwan;
IE00B8DQ2F94,Ireland;
IE00B8GQ0T69,Switzerland;United Kingdom;Hong Kong;Ireland;Luxembourg;Macao;
IE00B8W85S00,Switzerland;United Kingdom;Ireland;
IE00B8XY4Y67,Switzerland;United Kingdom;Ireland;
IE00B9520L40,Switzerland;United Kingdom;Ireland;
IE00B95B5D80,Switzerland;United Kingdom;Ireland;
IE00BD34XY49,Ireland;Italy;
IE00BD351Z49,Austria;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Luxembourg;
IE00BD353363,Switzerland;United Kingdom;Ireland;
IE00BD355P21,Switzerland;Ireland;
IE00BD358420,Austria;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Italy;Luxembourg;Netherlands;Sweden;
IE00BD359501,Ireland;Italy;
IE00BD359618,Austria;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Italy;Luxembourg;Netherlands;Sweden;
IE00BD3RYX91,Ireland;
IE00BD3RYY09,Ireland;
IE00BD860F54,Austria;Belgium;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Liechtenstein;Luxembourg;Netherlands;Sweden;
IE00BD860G61,Austria;Belgium;Switzerland;Germany;France;United Kingdom;Ireland;Luxembourg;Netherlands;Sweden;
IE00BD860H78,Austria;Belgium;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Liechtenstein;Luxembourg;Netherlands;Sweden;
IE00BD860J92,Austria;Belgium;Switzerland;Germany;France;United Kingdom;Ireland;Luxembourg;Netherlands;Sweden;
IE00BD861K72,Austria;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Luxembourg;Netherlands;Sweden;
IE00BD861N04,Belgium;Switzerland;Germany;France;United Kingdom;Ireland;Luxembourg;Netherlands;Sweden;
IE00BD8D5Z14,Austria;Belgium;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Luxembourg;Netherlands;Sweden;
IE00BD8GP721,Belgium;Switzerland;Germany;France;United Kingdom;Ireland;Liechtenstein;Luxembourg;Netherlands;Sweden;
IE00BDFDKX76,Switzerland;Germany;Spain;France;United Kingdom;Ireland;Italy;Liechtenstein;Luxembourg;Netherlands;Sweden;
IE00BF2GLT67,Hong Kong;Ireland;Macao;Taiwan;
IE00BF2GLV89,Ireland;
IE00BF2GLW96,Ireland;Italy;
IE00BF2GM042,Hong Kong;Ireland;Macao;
IE00BF2GM158,Hong Kong;Ireland;Macao;
IE00BFRSTF92,Austria;Belgium;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Luxembourg;Netherlands;Sweden;
IE00BFRSTG00,Austria;Belgium;Switzerland;Germany;France;United Kingdom;Ireland;Luxembourg;Netherlands;Sweden;
IE00BFRSYJ83,Austria;Belgium;Switzerland;Germany;Spain;Finland;France;United Kingdom;Greece;Hong Kong;Ireland;Italy;Liechtenstein;Luxembourg;Macao;Netherlands;Sweden;
IE00BFRSYK98,Austria;Belgium;Switzerland;Germany;Spain;France;United Kingdom;Greece;Hong Kong;Ireland;Italy;Liechtenstein;Luxembourg;Macao;Netherlands;Sweden;
IE00BFRSYS74,Austria;Belgium;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Liechtenstein;Luxembourg;Netherlands;Portugal;Sweden;
IE00BFRSYT81,Austria;Belgium;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Liechtenstein;Luxembourg;Netherlands;Sweden;
IE00BFRSYW11,Austria;Belgium;Switzerland;Germany;France;United Kingdom;Ireland;Liechtenstein;Luxembourg;Netherlands;Sweden;
IE00BFRSYX28,Austria;Belgium;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Luxembourg;Netherlands;Sweden;
IE00BFRSYY35,Austria;Belgium;Switzerland;Germany;France;United Kingdom;Ireland;Luxembourg;Netherlands;Sweden;
IE00BFRSYZ42,Austria;Belgium;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Liechtenstein;Luxembourg;Netherlands;Sweden;
IE00BFRSZ065,Austria;Belgium;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Liechtenstein;Luxembourg;Netherlands;Sweden;
IE00BFRSZ172,Austria;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Luxembourg;Netherlands;Sweden;
IE00BFRSZ289,Austria;Switzerland;Germany;France;United Kingdom;Ireland;Luxembourg;Netherlands;Sweden;
IE00BFRSZ511,Austria;Belgium;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Luxembourg;Netherlands;Sweden;
IE00BFRSZ628,Austria;Belgium;Switzerland;Germany;France;United Kingdom;Ireland;Luxembourg;Netherlands;Sweden;
IE00BFSS7K90,Ireland;Italy;
IE00BFSS7M15,Switzerland;Hong Kong;Ireland;Singapore;
IE00BFSS7W13,Switzerland;Ireland;
IE00BFSS8623,Ireland;Taiwan;
IE00BFSS8Q28,Hong Kong;Ireland;Singapore;
IE00BFTCP959,Ireland;
IE00BFTCPJ56,Switzerland;Ireland;Singapore;
IE00BHC8SV77,Hong Kong;Ireland;Macao;
IE00BJJMRX11,Switzerland;Ireland;Singapore;
IE00BJJMRY28,Ireland;Singapore;
IE00BJJMRZ35,Ireland;Singapore;
IE00BJT1NW94,Switzerland;Hong Kong;Ireland;Singapore;
IE00BJVNGR98,Hong Kong;Ireland;Singapore;
IE00BJVNGS06,Austria;Belgium;Switzerland;Germany;Spain;France;United Kingdom;Hong Kong;Ireland;Italy;Liechtenstein;Luxembourg;Netherlands;Portugal;Singapore;Sweden;
IE00BJVNGT13,Ireland;Singapore;
IE00BJVNGV35,Ireland;Singapore;
IE00BJVNGW42,Ireland;Singapore;
IE00BJVNGX58,Ireland;Singapore;
IE00BJVNGY65,Ireland;
IE00BJVNGZ72,Ireland;
IE00BJVNH100,Austria;Belgium;Switzerland;Germany;Spain;France;United Kingdom;Hong Kong;Ireland;Liechtenstein;Luxembourg;Netherlands;Sweden;
IE00BJVNH654,Spain;Ireland;
IE00BJVNH761,Spain;Ireland;
IE00BJXT4158,Ireland;
IE00BJXT4265,Ireland;
IE00BK26DX94,Belgium;Switzerland;Germany;Spain;Ireland;Liechtenstein;Portugal;
IE00BK7YST97,Japan;
IE00BK7YSV10,Japan;
IE00BKDM8C03,Ireland;Singapore;
IE00BKKNGZ56,Austria;Belgium;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Italy;Luxembourg;Netherlands;Sweden;
IE00BKKNH416,Austria;Belgium;Switzerland;Germany;Spain;France;United Kingdom;Ireland;Luxembourg;Netherlands;Sweden;
IE00BLK24558,Austria;Belgium;Switzerland;Germany;Spain;France;Hong Kong;Ireland;Italy;Liechtenstein;Luxembourg;Netherlands;Portugal;Sweden;
IE00BLTVXS96,Austria;Switzerland;Germany;Spain;France;Ireland;Italy;Luxembourg;Netherlands;Portugal;Singapore;Sweden;
IE00BLWF5C65,Ireland;Italy;
IE00BLWF5D72,Austria;Switzerland;Germany;Denmark;Spain;Finland;France;United Kingdom;Ireland;Italy;Luxembourg;Netherlands;Norway;Sweden;
IE00BLWF5L56,Austria;Switzerland;Germany;France;United Kingdom;Ireland;Italy;
IE00BLWF5N70,Ireland;Italy;
IE00BLWF5Q02,Germany;Ireland;Italy;Singapore;
IE00BLWF5R19,Switzerland;United Kingdom;Ireland;
IE00BLY1N394,Austria;Switzerland;Germany;Spain;France;Ireland;Italy;Luxembourg;Netherlands;Portugal;Sweden;
IE00BLY1N519,Ireland;Italy;
IE00BLY1N626,Austria;Switzerland;Germany;Denmark;Spain;Finland;France;Ireland;Italy;Luxembourg;Netherlands;Norway;Sweden;
IE00BLY1NC86,Germany;Ireland;Italy;
IE00BLY1NF18,Ireland;Italy;
IE00BLY27S52,Switzerland;Ireland;
IE00BM67H965,Ireland;Singapore;
IE00BM7WZP25,Ireland;
IE00BM9M0223,Japan;
IE00BM9M0330,Japan;
IE00BM9M0447,Japan;
IE00BM9M0553,Japan;
IE00BM9M0660,Japan;
IE00BM9M0777,Japan;
IE00BMDXR423,Switzerland;Ireland;Italy;
IE00BMF1KR89,Switzerland;Ireland;
IE00BMF1KS96,Switzerland;Ireland;Italy;
IE00BMXMTS70,Switzerland;Spain;Ireland;Liechtenstein;Portugal;
IE00BMXMTT87,Switzerland;Spain;Ireland;Liechtenstein;
IE00BMXMTZ48,Hong Kong;Ireland;
